Booking Code,Name,Flight Code,Date,Checked In,Baggage Weight (kg),Baggage Volume (m^3)
PEKKE2102607246691,Lisa Williams,KE210,260724,Yes,32.56,0.82
PEKKE2102607245960,Tiffany Clay,KE210,260724,Yes,6.08,1.51
PEKKE2102607241166,Ms. Emily Garcia,KE210,260724,Yes,26.0,0.82
PEKKE2102607248673,Mariah Brennan,KE210,260724,Yes,19.32,0.66
PEKKE2102607248660,Patrick Davis,KE210,260724,Yes,20.57,0.68
PEKKE2102607244920,Jacob Macdonald,KE210,260724,Yes,20.2,1.97
PEKKE2102607243573,Ronald Williams,KE210,260724,Yes,19.55,1.16
PEKKE2102607247285,Christopher Harris,KE210,260724,No,26.78,0.97
PEKKE2102607245278,Michelle Kim,KE210,260724,Yes,18.64,0.84
PEKKE2102607247992,Thomas Pineda,KE210,260724,Yes,13.26,0.71
PEKKE2102607247089,Stephanie Maddox,KE210,260724,No,10.24,1.99
PEKKE2102607246555,Danielle Mcconnell,KE210,260724,No,31.13,0.98
PEKKE2102607243182,Richard Griffin,KE210,260724,No,28.8,2.24
PEKKE2102607243321,John Chung,KE210,260724,No,19.77,2.05
PEKKE2102607248587,Amanda Mcdonald,KE210,260724,Yes,23.64,1.21
PEKKE2102607243406,Katherine Johnson,KE210,260724,No,10.63,1.35
PEKKE2102607245370,Benjamin Berry,KE210,260724,Yes,8.49,1.17
PEKKE2102607248517,Jacob James,KE210,260724,Yes,16.02,1.64
PEKKE2102607247660,Tyler Hubbard,KE210,260724,No,15.35,0.65
PEKKE2102607247321,Jennifer Sandoval,KE210,260724,Yes,18.7,0.64
PEKKE2102607246908,Albert Castillo,KE210,260724,Yes,28.64,1.48
PEKKE2102607244092,Albert Ellis,KE210,260724,No,28.86,1.55
PEKKE2102607241033,Tina Todd,KE210,260724,Yes,32.16,1.58
PEKKE2102607248807,Shannon Richards,KE210,260724,No,7.82,1.64
PEKKE2102607245901,Ryan Schmidt,KE210,260724,No,16.74,0.51
PEKKE2102607242385,Amy Allen,KE210,260724,No,26.01,0.98
PEKKE2102607242110,Dr. Justin Murphy DVM,KE210,260724,No,29.43,1.55
PEKKE2102607242196,Dawn Davis,KE210,260724,No,19.73,1.9
PEKKE2102607241998,Bryan Garcia,KE210,260724,No,29.04,2.38
PEKKE2102607243716,Paula Fernandez,KE210,260724,Yes,7.64,1.53
PEKKE2102607243623,Ryan Ryan,KE210,260724,Yes,9.59,1.93
PEKKE2102607243328,Robin Glass,KE210,260724,Yes,28.7,1.25
PEKKE2102607246675,Michael Meyers,KE210,260724,No,6.63,0.54
PEKKE2102607242923,Joshua Edwards,KE210,260724,Yes,27.85,0.54
PEKKE2102607249470,Mrs. Yvette Jimenez,KE210,260724,No,28.79,2.01
PEKKE2102607242930,Matthew Brown,KE210,260724,No,34.34,2.25
PEKKE2102607242840,Rhonda George,KE210,260724,Yes,29.88,1.61
PEKKE2102607242493,Brandon Green,KE210,260724,No,14.06,1.17
PEKKE2102607246048,Melissa Gonzalez,KE210,260724,Yes,9.11,1.86
PEKKE2102607241507,Alexandra Pena,KE210,260724,No,27.93,2.31
PEKKE2102607246310,Paul Ramirez,KE210,260724,No,23.95,1.25
PEKKE2102607246217,Alicia Whitehead,KE210,260724,Yes,20.87,0.69
PEKKE2102607244137,Mark Riggs,KE210,260724,Yes,31.89,1.79
PEKKE2102607249443,Adrienne Frazier,KE210,260724,No,5.63,2.27
PEKKE2102607245627,Joseph Martin,KE210,260724,Yes,6.13,1.1
PEKKE2102607243230,Jennifer Fox,KE210,260724,No,33.12,2.02
PEKKE2102607246931,Matthew Johnson,KE210,260724,No,29.9,1.96
PEKKE2102607243332,Stephanie Harrison,KE210,260724,Yes,12.96,1.68
PEKKE2102607246611,Nathaniel Robinson,KE210,260724,Yes,32.77,1.01
PEKKE2102607243365,Christian Arellano,KE210,260724,Yes,26.2,1.66
PEKKE2102607245347,Alexander Moore,KE210,260724,No,33.33,0.9
PEKKE2102607246631,Sara Mendez,KE210,260724,No,24.58,0.78
PEKKE2102607247958,Matthew Smith MD,KE210,260724,Yes,14.23,1.94
PEKKE2102607242857,Kathryn Rodriguez,KE210,260724,Yes,25.82,1.61
PEKKE2102607244696,Robert Farmer,KE210,260724,Yes,7.94,1.2
CDGSQ5150507234708,Meghan Ryan,SQ515,050723,Yes,14.91,1.43
CDGSQ5150507238314,Kristin Sandoval,SQ515,050723,Yes,27.88,1.54
CDGSQ5150507234052,Lauren Burns,SQ515,050723,Yes,17.93,0.57
CDGSQ5150507238716,Mr. Michael Williams PhD,SQ515,050723,Yes,22.56,1.18
CDGSQ5150507238808,Jose Park,SQ515,050723,No,29.11,0.81
CDGSQ5150507239447,Adam Hill,SQ515,050723,Yes,27.26,0.74
CDGSQ5150507239282,Dr. Cristina Hoover,SQ515,050723,No,10.78,1.51
CDGSQ5150507238644,Riley Miller,SQ515,050723,No,11.59,2.46
CDGSQ5150507232132,Peter White,SQ515,050723,No,29.34,1.59
CDGSQ5150507235869,Richard Day,SQ515,050723,Yes,31.9,2.3
CDGSQ5150507231015,Nancy Smith,SQ515,050723,No,29.2,1.38
CDGSQ5150507233009,Shannon Ryan,SQ515,050723,Yes,12.05,2.12
CDGSQ5150507233408,Rebecca Black,SQ515,050723,Yes,31.44,1.03
CDGSQ5150507236644,Wayne Mason,SQ515,050723,Yes,27.36,1.32
CDGSQ5150507233461,Traci Brooks,SQ515,050723,No,26.06,1.21
CDGSQ5150507231646,Robin Little,SQ515,050723,No,21.67,1.79
CDGSQ5150507238348,Shelby Rhodes,SQ515,050723,No,9.95,2.0
CDGSQ5150507236520,Ricky Smith,SQ515,050723,Yes,10.75,2.0
CDGSQ5150507236038,Andrea Lowe,SQ515,050723,Yes,29.15,2.06
CDGSQ5150507232408,Lisa Miller,SQ515,050723,No,22.97,1.04
CDGSQ5150507235197,William Smith,SQ515,050723,Yes,30.18,0.57
CDGSQ5150507235046,Misty Sanchez,SQ515,050723,Yes,23.7,1.3
CDGSQ5150507232925,Chelsea Williams,SQ515,050723,Yes,28.98,1.76
CDGSQ5150507231110,Matthew Edwards,SQ515,050723,No,34.89,1.1
CDGSQ5150507238596,Mark Miller,SQ515,050723,No,22.51,0.68
CDGSQ5150507234553,Mrs. Diana Chavez,SQ515,050723,Yes,19.1,0.93
CDGSQ5150507233833,Scott Dixon,SQ515,050723,No,17.69,0.76
CDGSQ5150507234521,Anthony Richardson,SQ515,050723,Yes,33.56,1.22
CDGSQ5150507231366,Cory Brown MD,SQ515,050723,No,33.11,2.03
CDGSQ5150507231285,Mitchell Boyd,SQ515,050723,No,9.95,1.33
CDGSQ5150507231360,Steven Ward,SQ515,050723,Yes,33.94,1.23
CDGSQ5150507233368,Michael Choi,SQ515,050723,No,33.0,2.09
CDGSQ5150507234732,John Lee,SQ515,050723,No,30.66,2.01
CDGSQ5150507235439,Robert Camacho,SQ515,050723,Yes,13.33,1.85
CDGSQ5150507232397,Kimberly Wright,SQ515,050723,No,26.3,1.6
CDGSQ5150507239100,Michaela Washington,SQ515,050723,Yes,13.27,2.18
CDGSQ5150507233674,Amy Ellis,SQ515,050723,No,15.57,1.14
CDGSQ5150507239751,Jason Johnson,SQ515,050723,Yes,25.19,0.69
CDGSQ5150507237225,Wanda Thomas,SQ515,050723,No,28.26,2.24
CDGSQ5150507239318,Rita Smith,SQ515,050723,No,22.78,1.23
CDGSQ5150507235700,Michael Osborne,SQ515,050723,Yes,16.1,0.81
CDGSQ5150507231730,Mrs. Amanda Ritter,SQ515,050723,Yes,32.35,2.18
CDGSQ5150507239433,Matthew Fleming,SQ515,050723,No,25.2,1.71
CDGSQ5150507232651,Steven Mendoza,SQ515,050723,No,33.62,1.75
CDGSQ5150507234996,Justin Johnson,SQ515,050723,No,33.71,0.59
CDGSQ5150507234189,Michael Edwards,SQ515,050723,No,26.99,0.95
CDGSQ5150507233262,Nathan Pratt,SQ515,050723,Yes,18.94,0.57
CDGSQ5150507237943,William Malone,SQ515,050723,Yes,8.19,1.16
CDGSQ5150507234485,Susan Davis,SQ515,050723,No,6.2,2.43
CDGSQ5150507237842,Stephanie Hernandez,SQ515,050723,No,25.87,1.94
CDGSQ5150507234283,Carol Wagner,SQ515,050723,No,26.32,2.43
CDGSQ5150507237595,Gina Austin,SQ515,050723,No,19.27,2.32
CDGSQ5150507235501,Rachel Lowery,SQ515,050723,No,16.58,1.82
CDGSQ5150507237922,Logan Reyes,SQ515,050723,Yes,25.34,1.52
CDGSQ5150507235218,Jennifer Davis,SQ515,050723,Yes,14.42,1.88
CDGSQ5150507238918,Barbara Burke,SQ515,050723,No,16.47,2.09
CDGSQ5150507234380,Megan Richardson,SQ515,050723,No,15.97,0.54
CDGSQ5150507233688,Charles Jones,SQ515,050723,Yes,10.26,1.2
CDGSQ5150507237751,Allison Baldwin,SQ515,050723,Yes,26.01,0.84
CDGSQ5150507237645,Mr. John Armstrong DDS,SQ515,050723,No,31.07,0.69
CDGSQ5150507233880,Scott Pennington,SQ515,050723,Yes,18.49,0.64
CDGSQ5150507239511,David Peters,SQ515,050723,No,34.36,0.68
CDGSQ5150507238182,Thomas Hawkins,SQ515,050723,Yes,7.15,1.99
CDGSQ5150507233208,Diane Middleton,SQ515,050723,No,5.38,0.81
CDGSQ5150507236782,Michael Wright,SQ515,050723,No,21.55,2.18
CDGSQ5150507232639,Kevin Wilson,SQ515,050723,Yes,22.91,1.84
CDGSQ5150507238946,William Floyd,SQ515,050723,No,30.28,1.38
CDGSQ5150507236432,Roger Edwards,SQ515,050723,No,27.95,1.05
CDGSQ5150507239212,Cody Abbott,SQ515,050723,No,14.53,1.29
CDGSQ5150507237655,Joel Grant,SQ515,050723,No,17.19,1.55
CDGSQ5150507239507,John Harris,SQ515,050723,No,20.47,1.19
CDGSQ5150507238664,Amanda Montgomery,SQ515,050723,No,9.32,2.4
CDGSQ5150507235797,Jose Cherry,SQ515,050723,No,13.19,2.16
CDGSQ5150507233762,Tara James,SQ515,050723,Yes,25.13,1.97
CDGSQ5150507235301,Ashley Howard,SQ515,050723,Yes,13.18,1.9
CDGSQ5150507236902,Evan Johnson,SQ515,050723,No,15.37,0.54
CDGSQ5150507236745,Nichole Lucas,SQ515,050723,Yes,26.54,0.96
CDGSQ5150507234620,Craig Mills,SQ515,050723,Yes,26.55,0.81
CDGSQ5150507231003,Molly Barrett,SQ515,050723,No,29.06,2.37
CDGSQ5150507239031,Michael Lane,SQ515,050723,No,31.5,1.93
CDGSQ5150507232635,Brittany Taylor,SQ515,050723,No,5.12,1.44
CDGSQ5150507238558,Michael Carson,SQ515,050723,Yes,23.18,1.38
CDGSQ5150507235186,Aaron Martinez,SQ515,050723,Yes,8.28,1.19
CDGSQ5150507239170,Emily Huff,SQ515,050723,Yes,5.94,0.55
CDGSQ5150507239992,Connor Williams,SQ515,050723,No,9.89,1.92
CDGSQ5150507236847,Julia Nunez,SQ515,050723,No,31.53,1.16
CDGSQ5150507231911,Kelly Kline,SQ515,050723,No,8.31,1.03
CDGSQ5150507238538,Lucas Silva,SQ515,050723,No,34.32,0.56
CDGSQ5150507236445,James Estrada,SQ515,050723,Yes,16.11,2.28
CDGSQ5150507236041,Scott Ware,SQ515,050723,No,20.45,1.64
CDGSQ5150507232757,Mrs. Rebecca Webb,SQ515,050723,Yes,12.99,1.49
CDGSQ5150507237580,Sandra Pierce,SQ515,050723,Yes,22.97,1.73
CDGSQ5150507232461,Danielle Reed,SQ515,050723,No,7.67,1.1
CDGSQ5150507236293,Alicia Moody,SQ515,050723,Yes,16.15,1.21
CDGSQ5150507236489,Megan Johnson,SQ515,050723,Yes,27.46,1.06
CDGSQ5150507231511,Eric Scott,SQ515,050723,No,30.88,1.54
CDGSQ5150507238508,Yvette Walker,SQ515,050723,No,13.57,2.17
CDGSQ5150507236147,Leslie Cunningham MD,SQ515,050723,Yes,15.76,1.68
CDGSQ5150507239199,Joseph Cowan,SQ515,050723,No,7.1,1.19
CDGSQ5150507231867,Cameron Vaughan,SQ515,050723,No,25.42,1.3
CDGSQ5150507233347,Cindy Nguyen,SQ515,050723,Yes,17.66,1.43
CDGSQ5150507238350,Michael Frost,SQ515,050723,No,26.52,1.86
CDGSQ5150507231235,Marc Lopez,SQ515,050723,Yes,15.47,2.12
CDGSQ5150507232088,Hannah Salazar,SQ515,050723,Yes,13.16,1.69
CDGSQ5150507239328,Donna Bird,SQ515,050723,No,18.29,1.77
CDGSQ5150507233356,Christine Wilson,SQ515,050723,No,26.48,1.87
CDGSQ5150507237542,Douglas Perkins,SQ515,050723,No,24.09,2.25
CDGSQ5150507233194,Daryl Perry,SQ515,050723,No,26.13,2.02
CDGSQ5150507236112,Matthew Wilson,SQ515,050723,No,12.41,0.68
CDGSQ5150507232363,Rhonda Alexander,SQ515,050723,No,18.88,0.77
CDGSQ5150507233112,Gina Miller,SQ515,050723,No,17.85,0.96
CDGSQ5150507238938,Amanda Harris,SQ515,050723,Yes,33.16,1.78
CDGSQ5150507237199,Chad Fuller,SQ515,050723,No,7.41,2.39
CDGSQ5150507239703,Joshua Smith,SQ515,050723,No,16.03,1.39
CDGSQ5150507232645,Leah Barton,SQ515,050723,Yes,20.31,0.55
CDGSQ5150507233401,Kyle Wilkins,SQ515,050723,No,6.24,1.06
CDGSQ5150507237818,Nicole Barrett,SQ515,050723,Yes,30.72,1.22
CDGSQ5150507236453,Brenda Kelly,SQ515,050723,No,17.59,1.88
CDGSQ5150507237892,Norma Williams,SQ515,050723,Yes,23.69,1.5
CDGSQ5150507238695,Bradley Holland,SQ515,050723,No,21.12,2.11
CDGSQ5150507233101,Gregory Clay,SQ515,050723,Yes,15.49,2.27
CDGSQ5150507237785,Hector Warner,SQ515,050723,No,30.48,0.63
CDGSQ5150507233939,Cassandra Patterson,SQ515,050723,Yes,34.82,1.75
CDGSQ5150507232165,Stephen Callahan,SQ515,050723,No,18.46,0.85
CDGSQ5150507239001,Kaylee Carlson,SQ515,050723,No,29.75,1.87
CDGSQ5150507236725,William Reyes,SQ515,050723,No,25.93,1.37
CDGSQ5150507236697,John Logan,SQ515,050723,No,16.58,0.99
CDGSQ5150507232429,Eric Barnett,SQ515,050723,No,26.91,0.69
CDGSQ5150507234265,John Johnson,SQ515,050723,Yes,7.28,2.4
CDGSQ5150507239171,Stephanie Harris,SQ515,050723,Yes,20.03,0.91
CDGSQ5150507233230,Zachary Morgan,SQ515,050723,No,6.1,2.41
CDGSQ5150507235261,Michaela Thompson,SQ515,050723,No,23.84,2.38
CDGSQ5150507239333,Amanda Keller,SQ515,050723,Yes,7.12,1.26
CDGSQ5150507232114,William Moore,SQ515,050723,No,23.29,1.39
CDGSQ5150507232265,Brooke Smith,SQ515,050723,Yes,5.58,1.24
CDGSQ5150507238470,Veronica Cox,SQ515,050723,Yes,22.03,1.39
CDGSQ5150507239678,Jason Johnson,SQ515,050723,No,7.59,0.66
CDGSQ5150507232613,Cynthia Miller,SQ515,050723,Yes,30.13,1.04
CDGSQ5150507232158,Paul Ward,SQ515,050723,Yes,17.12,0.91
CDGSQ5150507237698,Jesse Higgins,SQ515,050723,No,20.08,1.17
CDGSQ5150507236349,Amanda Gilbert,SQ515,050723,No,11.96,0.63
CDGSQ5150507232651,Justin Gibbs,SQ515,050723,Yes,29.08,2.0
CDGSQ5150507235920,Robert Palmer,SQ515,050723,Yes,19.91,1.25
CDGSQ5150507233588,Michael Harris,SQ515,050723,No,7.0,1.82
CDGSQ5150507239420,Cindy Jones,SQ515,050723,No,23.46,2.12
CDGSQ5150507239840,Mariah Warren,SQ515,050723,Yes,29.02,0.99
CDGSQ5150507238237,Elizabeth Dillon,SQ515,050723,Yes,28.34,0.83
CDGSQ5150507237593,Kevin Chang,SQ515,050723,Yes,33.41,1.61
CDGSQ5150507234527,Brittany Williams,SQ515,050723,No,15.14,0.86
CDGSQ5150507235054,Hannah Cherry,SQ515,050723,Yes,22.46,2.27
CDGSQ5150507237508,Mr. Rodney Martin,SQ515,050723,Yes,18.22,2.41
CDGSQ5150507239950,Kimberly Ortiz,SQ515,050723,Yes,14.81,2.08
CDGSQ5150507231439,John Rose,SQ515,050723,No,33.77,2.18
CDGSQ5150507238369,Douglas Sanchez,SQ515,050723,No,10.1,0.5
CDGSQ5150507236363,Michael Miller,SQ515,050723,Yes,17.41,2.47
CDGSQ5150507237184,Alexis Johnson,SQ515,050723,No,10.01,1.1
CDGSQ5150507231243,Kelli Richards,SQ515,050723,Yes,30.69,2.2
CDGSQ5150507238429,Nicholas James,SQ515,050723,Yes,21.7,0.54
CDGSQ5150507234671,Gloria Banks,SQ515,050723,Yes,26.44,1.7
ICNSQ9762602223386,Heather Leach,SQ976,260222,No,28.36,1.09
ICNSQ9762602229076,Isabel Palmer,SQ976,260222,Yes,19.95,0.91
ICNSQ9762602221336,Sherry Jenkins,SQ976,260222,Yes,15.18,0.65
ICNSQ9762602221838,Eric Peters,SQ976,260222,No,10.33,1.66
ICNSQ9762602225657,Kelli Miller MD,SQ976,260222,Yes,11.84,1.62
ICNSQ9762602225306,Peter Reyes,SQ976,260222,Yes,13.36,2.34
ICNSQ9762602228097,Sarah David,SQ976,260222,Yes,24.12,1.69
ICNSQ9762602229320,Amanda Ryan,SQ976,260222,No,12.15,1.81
ICNSQ9762602223763,Jacob Mason,SQ976,260222,No,29.48,1.66
ICNSQ9762602227657,Susan Larson,SQ976,260222,No,10.81,0.87
ICNSQ9762602222888,Cheryl Miller,SQ976,260222,Yes,33.06,1.39
ICNSQ9762602229065,Sharon Thompson,SQ976,260222,Yes,29.48,1.18
ICNSQ9762602228119,Jennifer Bennett,SQ976,260222,Yes,33.31,1.78
ICNSQ9762602223237,Danielle Hubbard,SQ976,260222,Yes,19.36,1.45
ICNSQ9762602227392,Mr. Aaron Huang,SQ976,260222,Yes,34.52,1.65
ICNSQ9762602223597,Timothy Harris,SQ976,260222,Yes,18.3,1.28
ICNSQ9762602226776,Tara Torres,SQ976,260222,No,25.48,1.05
ICNSQ9762602228379,Kathleen Sutton,SQ976,260222,No,30.36,1.51
ICNSQ9762602221264,Tracy Schmidt DDS,SQ976,260222,Yes,33.88,2.39
ICNSQ9762602223786,Kendra Bender,SQ976,260222,Yes,28.23,2.03
ICNSQ9762602222460,Sarah Alexander,SQ976,260222,Yes,21.5,2.07
ICNSQ9762602221867,David King,SQ976,260222,Yes,32.65,1.5
ICNSQ9762602223584,Michelle Young,SQ976,260222,No,17.72,1.39
ICNSQ9762602227527,Anthony Patterson,SQ976,260222,Yes,34.56,0.78
ICNSQ9762602222468,Stefanie Harper,SQ976,260222,Yes,10.76,2.28
ICNSQ9762602221850,Kristopher Washington,SQ976,260222,Yes,11.63,1.89
ICNSQ9762602222183,Samuel Patel,SQ976,260222,Yes,20.35,1.17
ICNSQ9762602225390,Amy Bender,SQ976,260222,Yes,25.65,2.07
ICNSQ9762602223324,Kenneth Meyer,SQ976,260222,No,28.91,1.59
ICNSQ9762602229125,Scott Shah,SQ976,260222,Yes,23.09,2.15
ICNSQ9762602229141,Christopher Long,SQ976,260222,Yes,20.68,1.03
ICNSQ9762602223882,Sheila Fisher,SQ976,260222,Yes,13.5,2.16
ICNSQ9762602229171,Wesley Anderson PhD,SQ976,260222,Yes,33.19,1.51
ICNSQ9762602224657,Tyler Mendoza,SQ976,260222,Yes,28.35,1.03
ICNSQ9762602229025,Jimmy Knight,SQ976,260222,No,29.99,1.09
ICNSQ9762602225267,Joseph Klein,SQ976,260222,No,14.72,1.15
ICNSQ9762602229769,Steven Nixon,SQ976,260222,No,11.35,0.58
ICNSQ9762602229541,Bobby Gomez,SQ976,260222,No,31.14,1.98
ICNSQ9762602223492,Kayla Lane,SQ976,260222,No,30.98,1.5
ICNSQ9762602221972,Bryan Santos,SQ976,260222,No,21.28,2.42
ICNSQ9762602229933,Danielle Reese,SQ976,260222,No,17.65,0.55
ICNSQ9762602228510,Jason Schroeder,SQ976,260222,Yes,7.96,1.03
ICNSQ9762602229749,Robert Zhang,SQ976,260222,No,33.54,0.54
ICNSQ9762602224000,Sara Ramirez,SQ976,260222,Yes,25.34,1.06
ICNSQ9762602221545,John Williams,SQ976,260222,No,11.82,1.35
ICNSQ9762602222229,Ethan Watts,SQ976,260222,Yes,14.03,2.48
ICNSQ9762602222123,Jorge Johnson,SQ976,260222,Yes,12.1,0.7
ICNSQ9762602224007,Haley Ryan,SQ976,260222,Yes,13.75,1.75
ICNSQ9762602227251,Anita Armstrong,SQ976,260222,No,34.48,1.68
ICNSQ9762602226236,Maria Conway,SQ976,260222,Yes,28.18,1.09
ICNSQ9762602221943,Kevin Valdez,SQ976,260222,Yes,14.3,2.16
ICNSQ9762602221532,Kevin Johnson,SQ976,260222,Yes,13.13,0.93
ICNSQ9762602221630,Jacqueline Moody,SQ976,260222,Yes,32.95,1.73
ICNSQ9762602224037,Tamara Wilson,SQ976,260222,No,15.05,1.56
ICNSQ9762602222928,Larry Boyd II,SQ976,260222,No,11.56,2.2
ICNSQ9762602223372,Ashley Cordova,SQ976,260222,No,18.68,1.29
ICNSQ9762602226827,Michelle Lopez,SQ976,260222,No,7.17,0.95
ICNSQ9762602222402,Thomas Jones,SQ976,260222,Yes,15.65,2.01
ICNSQ9762602225773,Kathryn Kennedy DVM,SQ976,260222,Yes,14.81,1.97
ICNSQ9762602226623,Sandra Wheeler,SQ976,260222,Yes,17.34,1.76
ICNSQ9762602228019,Joshua King,SQ976,260222,Yes,19.54,0.5
ICNSQ9762602226772,Martin Hughes,SQ976,260222,Yes,30.49,0.84
ICNSQ9762602226264,Rachel Morris,SQ976,260222,Yes,25.82,0.78
ICNSQ9762602222552,Matthew Noble,SQ976,260222,Yes,20.28,1.46
ICNSQ9762602227482,Maria Knight,SQ976,260222,No,16.21,0.86
ICNSQ9762602229989,Susan Chan,SQ976,260222,No,14.38,1.42
ICNSQ9762602228589,Michael Vasquez,SQ976,260222,Yes,20.08,1.62
ICNSQ9762602224561,Dennis Wilkins,SQ976,260222,No,8.39,1.67
ICNSQ9762602221924,Hunter Rivera,SQ976,260222,No,30.05,1.29
ICNSQ9762602227952,Suzanne Sandoval,SQ976,260222,Yes,9.58,0.61
ICNSQ9762602224642,Raymond Jones,SQ976,260222,No,12.09,2.27
ICNSQ9762602227945,Samantha Summers,SQ976,260222,Yes,25.65,2.47
ICNSQ9762602226333,Thomas Richardson,SQ976,260222,No,25.81,0.55
ICNSQ9762602226827,Brad Johns,SQ976,260222,No,7.89,1.07
ICNSQ9762602229836,Robert Lawrence,SQ976,260222,No,16.61,0.86
ICNSQ9762602229037,Heather Johnson,SQ976,260222,Yes,29.33,2.16
ICNSQ9762602225080,Gregory Black,SQ976,260222,No,5.7,2.29
ICNSQ9762602228020,Julie Lopez,SQ976,260222,No,17.97,0.81
ICNSQ9762602223307,Amber Mclaughlin,SQ976,260222,Yes,16.47,0.8
ICNSQ9762602225054,Judy Cannon,SQ976,260222,Yes,14.54,2.14
ICNSQ9762602223152,Cindy Young,SQ976,260222,Yes,19.56,1.41
ICNSQ9762602221368,Mary Merritt,SQ976,260222,Yes,16.65,2.26
ICNSQ9762602228858,Emily Charles,SQ976,260222,Yes,22.71,1.34
ICNSQ9762602221025,Kenneth Le,SQ976,260222,Yes,24.65,1.98
ICNSQ9762602223397,Curtis Singleton,SQ976,260222,Yes,28.37,2.37
ICNSQ9762602221564,Kristy Kelley,SQ976,260222,No,26.07,1.83
ICNSQ9762602229888,Amanda Mills,SQ976,260222,Yes,7.09,1.26
ICNSQ9762602221065,Tyler Meadows,SQ976,260222,Yes,29.78,1.84
ICNSQ9762602229851,Jason Mann,SQ976,260222,No,15.59,1.78
ICNSQ9762602224519,Robert Peterson,SQ976,260222,No,19.32,0.98
ICNSQ9762602223171,Jaime Simpson,SQ976,260222,No,24.32,1.73
ICNSQ9762602221647,Mark Floyd,SQ976,260222,Yes,31.56,1.17
ICNSQ9762602226344,Curtis Davis,SQ976,260222,No,10.03,2.36
ICNSQ9762602226208,Regina Johnson,SQ976,260222,Yes,5.94,1.45
ICNSQ9762602221894,Mrs. Sandra Mills DDS,SQ976,260222,Yes,8.47,1.9
ICNSQ9762602221329,Mike Wright,SQ976,260222,No,30.65,1.47
ICNSQ9762602223613,Ronald Wheeler,SQ976,260222,Yes,26.72,2.46
ICNSQ9762602228487,Mary Kirk,SQ976,260222,Yes,30.12,1.69
ICNSQ9762602225659,James Simon,SQ976,260222,Yes,24.28,2.09
ICNSQ9762602223255,Zachary Gonzalez,SQ976,260222,Yes,30.84,2.45
ICNSQ9762602224189,Selena Hamilton,SQ976,260222,No,14.91,1.81
ICNSQ9762602226158,Latoya White,SQ976,260222,Yes,30.92,1.23
ICNSQ9762602221085,Stephen Nelson,SQ976,260222,Yes,29.13,1.93
ICNSQ9762602225965,Taylor Lewis,SQ976,260222,Yes,20.69,2.15
ICNSQ9762602228593,Justin Sullivan,SQ976,260222,No,16.99,1.05
ICNSQ9762602224060,Crystal Romero,SQ976,260222,Yes,10.52,2.29
ICNSQ9762602228162,Tina Macias,SQ976,260222,Yes,5.04,1.95
ICNSQ9762602224012,Jason Johnson,SQ976,260222,Yes,10.22,2.4
ICNSQ9762602223670,Nathan Graham,SQ976,260222,Yes,9.11,1.35
ICNSQ9762602221417,Michelle Williams,SQ976,260222,Yes,31.71,1.29
ICNSQ9762602229145,Anthony Lewis,SQ976,260222,No,24.04,2.44
ICNSQ9762602223172,Tammy Gibson,SQ976,260222,Yes,34.78,0.69
ICNSQ9762602224053,James Miller,SQ976,260222,Yes,15.9,0.87
ICNSQ9762602223073,Valerie Nichols,SQ976,260222,Yes,21.8,2.43
ICNSQ9762602225471,Jason Wong,SQ976,260222,No,18.86,1.28
ICNSQ9762602222458,Janet Browning,SQ976,260222,Yes,16.69,2.37
ICNSQ9762602226861,Thomas Christensen,SQ976,260222,Yes,34.22,2.02
ICNSQ9762602226705,Nicole Smith,SQ976,260222,Yes,16.82,0.57
ICNSQ9762602221312,Adam Pratt,SQ976,260222,Yes,25.76,1.7
ICNSQ9762602223564,Ronald Nicholson,SQ976,260222,Yes,12.2,0.91
ICNSQ9762602221838,Kathryn Harris DDS,SQ976,260222,Yes,14.29,1.38
ICNSQ9762602223318,Terry Pearson,SQ976,260222,No,12.05,1.37
ICNSQ9762602222446,Kim Dixon,SQ976,260222,Yes,16.91,0.84
ICNSQ9762602224422,Grace Hanson,SQ976,260222,No,19.34,1.67
ICNSQ9762602224842,Heather Carter,SQ976,260222,No,6.96,2.3
ICNSQ9762602224978,John Harris,SQ976,260222,Yes,10.95,1.35
ICNSQ9762602228887,Ashley Yu,SQ976,260222,Yes,23.45,1.9
ICNSQ9762602228514,Paul Shelton,SQ976,260222,No,30.69,0.59
ICNSQ9762602221021,Debbie Pearson,SQ976,260222,No,21.25,0.6
ICNSQ9762602225375,Rachel Nichols,SQ976,260222,Yes,15.81,2.46
ICNSQ9762602228942,Robert Smith,SQ976,260222,Yes,31.15,2.0
ICNSQ9762602226734,Michele Little,SQ976,260222,Yes,30.67,2.4
ICNSQ9762602222035,Sean Hall,SQ976,260222,No,11.85,0.57
ICNSQ9762602223944,Carolyn Taylor DVM,SQ976,260222,No,33.87,0.52
ICNSQ9762602224162,Kara King,SQ976,260222,No,13.71,0.55
ICNSQ9762602229578,Andre Macdonald,SQ976,260222,Yes,26.8,1.6
ICNSQ9762602227675,Michelle Patterson,SQ976,260222,Yes,25.52,1.64
ICNSQ9762602222902,Megan Solis,SQ976,260222,Yes,22.21,2.14
ICNSQ9762602225596,Sarah Williams,SQ976,260222,Yes,6.33,1.21
ICNSQ9762602229095,Brandon Frazier,SQ976,260222,Yes,28.43,1.82
ICNSQ9762602222112,Monica Anderson,SQ976,260222,Yes,23.79,2.11
